OrderId,lat,lng
701-8264294-9115459,49.3175548,-123.0611662
701-5259691-9021038,46.076873,-80.5987639
701-6282527-5133867,44.07911900000001,-80.2011728
702-2603170-0276252,53.54485220000001,-113.4181575
701-3522351-4062653,45.5211947,-73.34696
702-6676559-9822667,45.8802909,-72.4842824
702-0013389-8817858,48.9344459,-55.6553984
701-0922282-4990610,43.8572449,-79.0075118
701-5905875-9109024,43.7048511,-79.38887799999999
702-9138311-3981864,43.6028472,-79.60476179999999
701-7151506-1724214,53.4210352,-113.5291418
702-9216578-8176256,43.0508664,-80.8798058
702-9516648-0213003,43.8876449,-79.431181
702-6942530-7553020,45.7439498,-73.341388
702-3484011-5337848,45.7773374,-73.6323926
702-7372825-6184216,53.5914072,-113.4379567
701-5696200-3805864,42.02797289999999,-82.8021141
701-0435169-8477865,43.7925676,-79.3907253
702-2135300-3112242,43.0282329,-81.2184912
701-3198407-3540223,45.8077489,-73.9886422
701-6931942-6740227,53.5021685,-113.6699128
701-1827844-2865016,45.5641195,-73.5738954
701-4423503-9969801,49.0490138,-122.7936718
701-5427011-7195452,43.0054725,-81.1794007
701-7427961-1801822,49.2973041,-122.8119633
701-5760989-1609825,45.6026065,-73.8388425
702-2343089-1447451,51.0642065,-114.1852168
701-9196948-4665036,43.8508553,-79.0203732
702-0770373-0820213,49.3568603,-123.1048058
702-9996924-5453855,44.1748851,-77.3672105
702-1134706-3397034,53.5461245,-113.4938229
702-7475489-1919426,43.8732003,-79.302365
702-7026506-2373855,44.76260629999999,-79.9397266
702-5900485-5032220,50.4118467,-104.6365964
701-4298121-5667467,45.3883962,-73.5224999
702-2502971-7963449,45.3775195,-73.5468884
702-8293849-6785829,43.7334611,-79.7787111
702-3643281-6729001,43.6408637,-79.3957393
701-0979029-6453869,43.6381725,-79.4129782
702-0009975-0504269,43.5851797,-79.7807256
701-7226131-0854601,49.6880184,-83.66695519999999
701-7730262-4641814,45.63826,-72.94371559999999
701-7290012-7533044,45.2803992,-75.7925006
701-1061416-4925834,60.742042,-135.0983039
702-1786566-0042639,49.1818839,-97.9409407
701-6308716-4881846,43.9076128,-79.45386359999999
702-9964763-6301848,43.5914503,-80.5783886
701-5888910-4395420,53.0220195,-112.8124643
702-4760564-8313833,44.3126756,-79.54383539999999
701-5013115-1867446,49.3399705,-123.0939996
702-7366890-1569066,43.8438829,-79.5501582
702-3000755-6083461,46.9512696,-71.3174914
702-1331423-9936218,43.6474914,-79.5671924
701-5834575-3564225,45.5373812,-73.19565460000001
701-9488581-0125057,54.40217,-116.8089069
702-0245085-7966623,43.6944693,-79.3421552
702-2069261-8594655,48.1450743,-80.0372572
701-2192808-1013837,45.4792898,-74.3239543
702-2029678-7928223,45.4113988,-73.9552945
702-1028423-6000253,45.437906,-73.2917739
