OrderId,lat,lng
702-6061546-1668264,44.847397,-79.7652839
701-6702886-8472210,49.2644141,-123.0675526
701-0080203-0833017,49.3478346,-123.0388856
702-0824838-0989005,45.9836858,-66.6583059
701-7617836-4601035,49.1467347,-122.5874533
702-7074586-1110668,51.15745339999999,-114.0762424
702-2418754-1636232,42.9503552,-79.8558122
701-9573455-6446665,60.5941692,-134.8959821
702-5113603-5371408,46.258078,-63.0586289
702-0711550-5832256,44.07916160000001,-79.78431499999999
702-8183520-4977861,42.9904256,-81.1661364
701-5979262-4630612,43.2101343,-80.6965664
702-6761158-5799440,48.203,-79.027748
702-4966014-0569063,53.5941947,-113.4914481
701-5339854-6685043,43.9311008,-78.8732955
701-8212774-9847422,42.095061,-82.4629497
701-3562766-2373034,48.9415997,-125.5463446
702-6137116-5409821,44.9967048,-64.6506812
701-8667473-3937026,59.92429600000001,-128.4965219
701-2992779-3061007,49.536835,-96.6856194
701-9614622-1592200,48.6441787,-123.5653876
701-8905066-1845859,43.9267313,-78.693939
701-3376157-6101835,49.3424915,-123.0342093
701-5407883-7697013,45.2175539,-79.2858135
701-2652839-2616256,50.1967856,-103.1388985
702-3178561-2829816,50.9123892,-114.1070305
702-0550115-9297861,49.0477391,-122.3414153
702-5000949-7745069,49.5182414,-96.51843769999999
701-8945678-4381048,45.1056837,-74.8178488
701-3974135-4920239,50.9201311,-113.9849949
701-7579987-4038603,45.68473119999999,-73.4242854
702-6338490-5019402,45.3461211,-75.9307704
701-9734295-5042627,46.26161099999999,-79.291972
702-9653489-0933811,45.2340408,-75.4718279
701-6083799-4369028,43.653226,-79.3831843
701-5948655-8944232,43.2101343,-80.6965664
702-6474055-4301006,43.5725713,-80.25216999999999
701-5603856-0645027,45.701655,-73.9271699
701-7037508-9178628,51.05685339999999,-114.1271467
702-3023943-8809023,48.6884484,-123.4445001
702-6826540-7637012,43.8688726,-79.3347618
701-8397588-4168262,43.2171522,-79.911749
701-9705669-9638600,45.3343153,-75.2516203
701-0646604-6381826,62.44924830000001,-114.3877099
702-5661957-7810608,43.1225113,-80.6160402
702-4310765-1730658,44.9072734,-77.2753256
701-8534587-9925819,45.766667,-74.25
701-9618021-9200215,46.8177122,-71.30715180000001
701-2418054-2387411,50.7466026,-103.4179453
702-5127868-8469040,53.3564066,-113.5212377
702-8610811-7626654,43.14554,-79.2551582
701-0309305-8624241,56.7399998,-111.4195114
701-7257575-1045816,44.7675735,-63.77166750000001
701-7382161-5815410,45.7363147,-63.86728799999999
702-1587289-1842632,50.7029112,-57.3511168
701-0923881-6757816,50.4731926,-97.2714252
702-4484595-9704243,44.9624157,-63.5137453
702-7231452-2399419,49.52676169999999,-115.7385018
701-5458601-8528264,53.0329831,-110.2978069
702-3639678-5956228,53.6779743,-114.3522755
701-0872351-9222619,43.53530569999999,-80.2967609
701-0357752-8496202,62.4355899,-114.4155886
701-1295695-6969819,43.7358198,-79.2188563
702-5362913-0595440,43.8329197,-80.5378858
701-6556099-3053008,46.46799290000001,-81.0312136
702-1828273-4093059,47.6198716,-65.65125859999999
702-0849046-0236224,45.337958,-73.1594669
701-4601512-5105812,43.6729786,-79.46107160000001
702-1106378-9653866,44.32888759999999,-79.8674837
702-6969828-0650612,50.878923,-114.0836489
702-2792884-3948239,45.27442,-75.71853
702-6521113-7334603,45.8954518,-74.7416904
702-7024361-4621014,55.8820928,-115.8144805
701-6827031-6458640,43.589876,-79.67582019999999
702-7493744-5937837,50.6537399,-120.3423522
701-8088835-8425869,43.0627066,-79.96473309999999
702-6186011-2986647,44.9988842,-74.9897993
702-1141211-2226655,51.0464856,-114.071275
702-8290680-4549066,43.8759963,-78.8584353
702-1839929-1961007,53.61990609999999,-113.4728585
701-2439517-3695406,46.1008542,-77.48557
702-8405058-3477801,42.6235785,-80.4501487
701-0435267-5427451,53.61990609999999,-113.4728585
702-3048169-6373044,46.7856019,-78.98500659999999
701-8676242-4544222,45.4510157,-73.8316782
702-2477094-6938646,46.8619569,-71.42627370000001
702-3032026-9410647,44.0974787,-79.1326272
702-1562404-4103421,44.1626583,-81.6319352
701-5588510-5161064,44.3095848,-77.9567596
701-7750257-6245019,44.2475833,-76.6131235
702-0963622-0377855,46.5392679,-71.6320142
702-5904787-3049009,53.39437,-117.6077166
701-4473272-0636204,43.8781678,-79.04243509999999
701-1720570-3769065,45.0766055,-78.15724809999999
701-4809704-6290604,47.96802109999999,-66.4756819
702-5703796-0307405,54.2316144,-111.3282428
702-8395025-5301826,51.1340413,-114.1725562
702-9578126-9354615,49.5748395,-104.9170724
702-7795471-4376217,49.0945573,-117.7074607
701-0892071-1528230,49.8103361,-97.0786384
701-7795485-4221854,45.65189590000001,-74.09016960000001
702-2085055-3063463,45.5217502,-75.6370932
702-9912930-0256254,53.3417635,-113.7190924
702-8349607-4093843,50.1002613,-120.7715719
702-5703309-0529803,53.3548457,-113.4184228
702-5333314-0008226,43.4525405,-80.56918999999999
702-5586912-9511421,51.0891555,-114.137786
701-9607725-6305869,45.2926504,-75.85992759999999
701-4183148-1533053,49.9386642,-97.0496762
702-1801424-9361017,49.9120982,-74.3626635
702-0531555-1985813,45.6170246,-75.59143949999999
702-5596646-2617040,50.7101179,-105.2054492
702-2748812-9824253,52.347308,-105.219883
702-2774360-2959417,46.3499925,-79.2717936
701-5260667-1193807,62.4539717,-114.3717887
701-0495981-9937009,51.19753499999999,-114.4129279
702-7257184-9347427,56.0695785,-118.3920692
702-9812574-7265816,48.0455544,-66.39162480000002
701-2105225-8137011,43.34764879999999,-79.8807831
701-8270808-6789010,43.8527201,-78.9505673
701-5142820-6273006,53.4224247,-113.4692158
702-8733477-7349861,44.9967048,-64.6506812
702-4321741-4838652,43.778847,-79.7008965
702-2095062-0780223,45.22556549999999,-76.19405979999999
702-2134739-3941839,45.7170705,-74.07859119999999
701-7083035-0195464,45.4510115,-73.79057499999999
702-6859925-6645026,45.4238011,-73.6311789
701-2673676-8321067,49.294942,-53.5989619
702-2189713-3054603,48.437597,-64.49409709999999
701-1524360-3437031,48.61084169999999,-93.39979330000001
701-3807595-7578650,54.85240839999999,-112.336375
702-9036431-5279426,49.125056,-85.8292519
702-6163042-4019409,53.8267969,-101.2560627
701-6623899-6270655,49.897462,-119.6503689
701-6176243-6393824,47.0442724,-70.95414079999999
701-4235381-8441035,53.2118803,-114.9818007
701-6884222-2671435,42.390285,-82.290373
702-9157897-7858655,45.663065,-72.13791290000002
702-0945646-1284205,49.0800783,-72.1267823
701-1390106-6774608,45.62266049999999,-61.9928026
701-5747287-3797010,55.086192,-105.3202659
702-9678645-0198608,46.653007,-70.8069881
701-4805886-2204209,43.3707185,-80.9793799
701-8022006-6985044,46.1191347,-70.6659581
701-4581070-1497067,49.1836964,-121.9101008
702-9263986-2175436,49.2086049,-121.8943255
701-3406018-7404223,44.1840483,-76.771219
702-1192552-0697825,53.2980247,-108.0808141
701-7289526-9039463,43.4789408,-79.65968339999999
701-9986175-4747443,42.9100931,-79.6202064
701-3111800-7065812,42.0398269,-82.74112009999999
702-1186399-9712258,48.62275229999999,-78.15584199999999
702-4164820-8194636,54.7069939,-113.2932105
701-9011010-8335437,43.9104428,-80.1200021
702-6494724-0514632,49.1353831,-122.3407573
701-1873146-5733039,44.3770053,-64.3188354
702-8555844-0585802,43.992634,-78.023383
701-5720707-5497869,52.2496853,-113.7541602
701-9142794-8809812,42.1254614,-82.5943072
701-2549608-1441060,53.6586299,-113.6124549
702-4663072-8748256,48.2395653,-79.18382509999999
702-1705932-6720213,49.181664,-99.664952
701-6712092-9237001,45.506474,-73.4354833
702-1452170-0224229,53.8606724,-122.7727765
702-5518094-2933014,54.1515333,-115.6603103
701-5116468-2116238,63.7488761,-68.5005852
702-0740454-1960253,55.3452005,-118.7800886
701-8397097-5972250,46.9326492,-65.5902278
702-3498011-3313813,43.0401487,-80.89259969999999
702-5071266-0481001,50.9061895,-114.1132193
702-7774336-2790650,46.3835256,-63.3622889
702-8002276-5719426,43.5358262,-80.3011142
701-3809662-9015416,49.0945573,-117.7074607
702-5161165-8869047,46.4878449,-61.03546129999999
702-5404423-9080249,45.881825,-72.5261434
702-8646891-2837035,48.3814036,-89.3515915
702-9560166-8066617,45.2396,-73.11582
701-0679186-4913800,46.0159102,-77.4522762
702-9252929-0323462,46.6780942,-64.8676157
701-2756775-7317805,53.6225564,-113.499374
702-0608468-4323449,42.0355591,-82.918148
701-8063372-6985839,53.2231787,-114.9834766
701-9177423-6462606,44.474508,-77.278958
702-5930071-3077820,49.84129249999999,-97.10837269999999
702-3657636-6964204,46.527911,-80.95724369999999
701-6778446-9487435,43.6385764,-79.515553
701-5906493-8001843,47.3544494,-79.3521025
701-4472225-7651441,51.750319,-121.3454781
701-1126424-2233069,49.8816498,-97.2097369
702-6643484-1750615,52.37305869999999,-114.9155283
701-8137296-4456217,44.60855850000001,-76.1229816
702-4388515-8672223,49.6880184,-83.66695519999999
702-9834678-6839409,62.4418805,-114.4154673
701-8825489-8964212,49.8705327,-97.49341129999999
702-1496670-8638611,43.6534032,-79.40136869999999
701-2151724-6957058,51.0557503,-113.3781367
702-9223163-4260214,43.7453049,-79.33634620000001
702-7936146-2904210,45.7517407,-74.1047229
702-4780003-1877012,43.1487217,-80.2038949
702-4114313-7051409,50.8787627,-114.0721525
701-2447106-8069015,49.0208251,-122.4388833
701-6667879-8857810,45.1960467,-74.876689
701-5287057-7291425,50.4553922,-104.5947805
702-8558068-4752240,51.107414,-114.0677443
701-3706075-5578656,51.0399877,-114.3187719
702-0719141-5667430,46.2593908,-63.16515080000001
702-1005417-8906655,44.4230281,-78.2714488
701-7268971-0621028,45.209696,-76.02294599999999
701-5292811-4173836,48.5338059,-80.4640885
701-2131144-0621861,49.8524612,-97.2290335
702-9716570-5472231,45.3490658,-76.0413221
702-7775438-2557848,43.8577585,-79.2266113
701-2196004-8201851,48.8131379,-56.5416187
702-8953957-5752207,49.9687111,-110.5595165
701-4545271-5260220,49.7855841,-112.1470679
702-4389863-2809030,53.0218994,-112.8237898
701-8783181-6379434,56.23075739999999,-117.3234751
701-1658348-5751451,48.947561,-57.9700599
702-3422353-8808268,45.1398652,-72.195439
702-0783621-8257868,46.4731519,-81.00830119999999
701-8356416-3123406,49.3494232,-124.4522034
701-4311884-6404202,53.4811184,-112.0762684
701-0515408-5525864,51.0612844,-114.1108563
701-2242581-8683401,48.4271156,-71.2734376
702-8923670-6955413,45.2207021,-71.8009691
702-2652028-5361005,48.7247113,-123.5908397
701-2734221-2143427,45.8982631,-77.2828772
701-1247295-2745052,51.0142873,-114.1682997
701-1817570-4284206,43.7427131,-79.32217419999999
701-2011131-4463435,52.0944939,-106.5961601
701-1422590-0194665,44.6890252,-63.5234529
701-7435642-8133054,50.9213414,-113.9377669
701-0696658-3299401,50.91277520000001,-113.943836
702-4778079-8643436,43.5110188,-80.1908193
701-4537242-1619468,53.5613916,-113.453216
701-3816140-8152238,45.5193446,-73.5914852
701-9472837-7564262,46.1453634,-70.9040505
701-2074902-2876268,44.0479482,-79.8901868
702-9705347-1275411,49.3169583,-123.0221148
702-0706497-9720264,49.3178555,-124.3054654
701-1106773-5369830,49.874743,-119.4002993
701-2293466-1632202,53.8059055,-113.6389817
702-6586895-2941032,49.624251,-125.021368
701-5820788-3609867,43.26237709999999,-79.8871929
702-5297134-6249834,49.10411269999999,-121.9373712
701-7126939-9085009,54.2686094,-110.7385025
701-5428035-4605835,49.7426133,-123.1218908
702-9024814-9145059,45.516094,-75.9821942
702-6385894-9250656,51.795889,-114.1396079
701-4654574-4321041,49.1579401,-121.9514666
701-4447726-0406657,43.9080434,-78.68525509999999
702-7856886-5975468,52.9907479,-122.5054439
701-2095146-5813850,45.4398825,-73.5932187
702-0046106-4068227,45.923178,-70.4212526
702-5301991-0563409,54.1253173,-115.6456234
701-9598629-3428230,53.543341,-113.4987894
702-3278105-7857817,44.0224843,-79.80559459999999
701-2039889-2901041,42.2500131,-83.0446122
701-9151293-1989029,53.5485766,-113.5592321
702-9666806-2233827,49.2096367,-122.9143372
702-8339398-0775452,43.1457286,-80.21531259999999
701-8345597-5657060,46.5392679,-71.6320142
701-0725398-8391421,43.8348547,-79.226435
701-7267558-0502631,54.129708,-108.4404853
702-5722416-9997801,47.4291407,-72.7938934
702-5864142-3221041,45.6240002,-73.6509682
702-0640526-3958626,43.1594554,-80.72312690000001
702-0713180-2140239,43.5065372,-80.2408444
701-8572167-3065054,51.1483763,-100.489159
701-0819483-1799437,54.1150493,-112.468638
701-6108234-6013817,49.2506156,-124.075031
702-0554284-1545849,48.4389803,-68.5349704
701-8752695-2395452,49.0889798,-117.7482725
701-9985047-9537832,45.4753795,-75.5486545
702-5368709-2944229,53.1877874,-108.7668365
702-1378398-9276220,45.27564599999999,-75.27541099999999
701-4057369-4629832,53.5134437,-114.0000376
702-2752913-0603442,54.2686094,-110.7385025
701-4940400-4010607,45.277732,-71.9679219
701-4546024-1113869,49.8884017,-119.4931194
701-1359926-0989012,49.09856629999999,-117.724564
702-9633394-0009820,49.7426133,-123.1218908
702-2170313-1614634,53.5914072,-113.4379567
702-3210484-2993817,45.6572593,-73.8878592
702-9746131-1639469,49.11222309999999,-122.6518217
702-5441343-8066627,51.0425902,-114.0389816
701-2319607-9100244,49.624251,-125.021368
701-0134088-8889849,44.8987074,-75.6317679
701-2950925-3970605,42.3213117,-82.8941741
701-8227361-1289863,44.3651626,-79.6056395
702-7193269-0511446,46.3166822,-78.7025014
702-5301580-8690615,43.73466,-79.30896849999999
701-3763805-9611456,49.7910531,-97.146658
702-5506416-8652268,48.4533059,-89.26976640000001
701-5580491-1560222,49.2906725,-124.5183032
702-4624326-2301816,50.826998,-116.269968
702-1785068-3020205,46.2110926,-64.5543746
701-0302745-2179420,50.023573,-119.406717
702-4503285-9435456,51.0851707,-114.1093061
702-5832549-4797007,50.97324159999999,-113.6795568
702-8711129-0062627,45.5066748,-73.6605601
701-4884203-6163401,51.1452477,-114.1411937
701-7279636-4830656,49.5806474,-117.2226944
701-3088809-4909832,45.3829184,-75.73587839999999
702-6709352-6145027,47.1030919,-70.35000699999999
701-3221550-8472256,45.0170954,-74.451222
701-2814056-8249834,45.9009423,-74.18585019999999
701-8558304-0550662,44.0033629,-80.0534923
702-7770490-5722652,43.358343,-80.8114599
702-7251614-2187453,47.6537689,-68.75359999999999
701-9710395-0273017,43.6699954,-79.55384629999999
701-6820934-7700208,43.8266194,-79.47056429999999
701-6620463-2908231,49.79868399999999,-112.1533291
702-9751684-3758604,45.8245521,-73.4532985
701-0254072-8356207,43.4472372,-80.56103180000001
702-7704431-7963421,52.37305869999999,-114.9155283
701-5458132-3010611,45.36374,-73.30827130000002
701-5689677-2833864,45.1046261,-72.5618618
702-6940278-2621852,51.080013,-113.9435084
702-4954815-5633013,43.74892089999999,-80.0646682
701-2441059-3901862,50.0741047,-119.409962
702-5176914-0454612,46.083474,-73.1847588
702-6304606-2654643,49.9475462,-97.59632049999999
702-0956312-0867456,49.1399979,-123.1793305
702-3767629-6042657,48.4522776,-123.5008996
702-3036936-5741036,47.5353801,-52.8506975
702-5945914-1617031,53.6887137,-132.1847553
702-8415011-7877802,53.535047,-114.0157021
702-7284542-2660246,49.4224952,-82.4377794
702-8049678-0181822,45.5434293,-73.3078565
701-1121041-8054641,45.5093369,-73.7103813
702-8887144-7541014,44.014511,-79.4347659
701-8657421-9891463,49.0295946,-122.7989326
702-2949359-4272209,51.1865959,-114.5105183
701-6879655-1193812,54.1227365,-108.4444151
702-5664639-6462625,52.270488,-113.7490381
702-4867109-6753840,50.9468295,-104.2116849
701-3453757-4121042,43.5214175,-79.6342447
702-3752747-1911424,45.1943631,-75.8388276
701-6898630-6435464,43.2854723,-80.4507835
701-5852593-2997023,49.8918434,-97.13875999999999
701-7929726-2696265,49.2758548,-123.0049109
702-6716036-3700225,50.578845,-127.0098619
702-4856326-3398642,51.2779643,-114.0028134
702-0096845-3731426,46.0430514,-74.2825371
702-5761397-1528231,55.125795,-120.993154
702-4494586-3599462,44.0118278,-79.438215
702-4901286-3460226,51.07827229999999,-114.0060477
701-7714480-9371465,48.4210936,-123.3146776
701-5220427-3203456,44.337215,-80.37756
701-9577704-3023458,53.6120068,-113.6287642
701-4094531-3203432,46.276561,-79.4349543
701-5651197-5381810,53.59557479999999,-113.3775425
702-3216371-0509818,51.1195441,-114.2543157
701-6143282-6603414,45.8490744,-66.56637719999999
702-4713917-3468268,46.1457011,-70.67841159999999
702-8559876-2635420,49.8795604,-119.3930327
701-6596434-7750604,45.529018,-79.31709599999999
701-4429120-2037027,48.5618613,-123.4029395
701-1705480-3435469,43.6977325,-79.4284552
701-2664651-8509058,49.6880184,-83.66695519999999
702-7924568-0525044,45.5781172,-73.89975740000001
702-3282196-3518668,42.8526969,-80.49919539999999
701-8513144-2801062,50.2462418,-119.2527095
702-9653655-1829805,42.33058339999999,-82.95376859999999
702-9174458-0781834,46.7183523,-71.6391426
701-7901424-7017062,53.621218,-113.4501052
702-4187340-7010616,51.0312894,-114.1703314
702-0145493-6753833,45.89450189999999,-74.1242025
702-9901486-2317819,45.6104524,-73.6521032
702-2835481-7065862,44.39400819999999,-79.7272804
701-2516029-0195407,43.864325,-79.0487919
702-1955578-7397816,43.8293911,-79.2357755
701-2438655-7621021,49.21041229999999,-122.9735853
